Box,Dissolved gas,Hours Elapsed,O2
2,Oxygen,0.089583333,192.219
2,Oxygen,0.090277778,192.083
2,Oxygen,0.090972222,192.016
2,Oxygen,0.091666667,191.794
2,Oxygen,0.092361111,191.813
2,Oxygen,0.093055556,191.597
2,Oxygen,0.09375,191.484
2,Oxygen,0.094444444,191.372
2,Oxygen,0.095138889,191.251
2,Oxygen,0.095833333,191.175
2,Oxygen,0.096527778,191.007
2,Oxygen,0.097222222,190.804
2,Oxygen,0.097916667,190.616
2,Oxygen,0.098611111,190.581
2,Oxygen,0.099305556,190.517
2,Oxygen,0.1,190.398
2,Oxygen,0.100694444,190.214
2,Oxygen,0.101388889,190.132
2,Oxygen,0.102083333,190.032
2,Oxygen,0.102777778,190.013
2,Oxygen,0.103472222,189.849
2,Oxygen,0.104166667,189.777
2,Oxygen,0.104861111,189.578
2,Oxygen,0.105555556,189.451
2,Oxygen,0.10625,189.313
2,Oxygen,0.106944444,189.252
2,Oxygen,0.107638889,189.163
2,Oxygen,0.108333333,189.109
2,Oxygen,0.109027778,189.002
2,Oxygen,0.109722222,188.871
2,Oxygen,0.110416667,188.808
2,Oxygen,0.111111111,188.567
2,Oxygen,0.111805556,188.504
2,Oxygen,0.1125,188.421
2,Oxygen,0.113194444,188.297
2,Oxygen,0.113888889,188.094
2,Oxygen,0.114583333,187.959
2,Oxygen,0.115277778,187.944
2,Oxygen,0.115972222,187.844
2,Oxygen,0.116666667,187.745
2,Oxygen,0.117361111,187.611
2,Oxygen,0.118055556,187.573
2,Oxygen,0.11875,187.461
2,Oxygen,0.119444444,187.21
2,Oxygen,0.120138889,187.076
2,Oxygen,0.120833333,187.017
2,Oxygen,0.121527778,186.981
2,Oxygen,0.122222222,186.836
2,Oxygen,0.122916667,186.704
2,Oxygen,0.123611111,186.453
2,Oxygen,0.124305556,186.357
2,Oxygen,0.125,186.27
2,Oxygen,0.125694444,186.238
2,Oxygen,0.126388889,186.095
2,Oxygen,0.127083333,185.827
2,Oxygen,0.127777778,185.834
2,Oxygen,0.128472222,185.768
2,Oxygen,0.129166667,185.706
2,Oxygen,0.129861111,185.528
2,Oxygen,0.130555556,185.417
2,Oxygen,0.13125,185.215
2,Oxygen,0.131944444,185.255
2,Oxygen,0.132638889,185.063
2,Oxygen,0.133333333,184.865
2,Oxygen,0.134027778,184.776
2,Oxygen,0.134722222,184.731
2,Oxygen,0.135416667,184.513
2,Oxygen,0.136111111,184.426
2,Oxygen,0.136805556,184.267
2,Oxygen,0.1375,184.137
2,Oxygen,0.138194444,184.05
2,Oxygen,0.138888889,183.998
2,Oxygen,0.139583333,183.751
2,Oxygen,0.140277778,183.685
2,Oxygen,0.140972222,183.604
2,Oxygen,0.141666667,183.481
2,Oxygen,0.142361111,183.317
2,Oxygen,0.143055556,183.155
2,Oxygen,0.14375,183.043
2,Oxygen,0.144444444,183.001
2,Oxygen,0.145138889,182.884
2,Oxygen,0.145833333,182.7
2,Oxygen,0.146527778,182.528
2,Oxygen,0.147222222,182.509
2,Oxygen,0.147916667,182.362
2,Oxygen,0.148611111,182.189
2,Oxygen,0.149305556,181.98
2,Oxygen,0.15,182.002
2,Oxygen,0.150694444,181.934
2,Oxygen,0.151388889,181.789
2,Oxygen,0.152083333,181.62
2,Oxygen,0.152777778,181.439
2,Oxygen,0.153472222,181.368
2,Oxygen,0.154166667,181.216
2,Oxygen,0.154861111,181.119
2,Oxygen,0.155555556,180.956
2,Oxygen,0.15625,180.906
2,Oxygen,0.156944444,180.762
2,Oxygen,0.157638889,180.541
2,Oxygen,0.158333333,180.483
2,Oxygen,0.159027778,180.321
2,Oxygen,0.159722222,180.204
2,Oxygen,0.160416667,180.167
2,Oxygen,0.161111111,179.984
2,Oxygen,0.161805556,179.736
2,Oxygen,0.1625,179.655
2,Oxygen,0.163194444,179.585
2,Oxygen,0.163888889,179.432
2,Oxygen,0.164583333,179.24
2,Oxygen,0.165277778,179.131
2,Oxygen,0.165972222,178.975
2,Oxygen,0.166666667,178.772
2,Oxygen,0.167361111,178.706
2,Oxygen,0.168055556,178.631
2,Oxygen,0.16875,178.366
2,Oxygen,0.169444444,178.168
2,Oxygen,0.170138889,178.103
2,Oxygen,0.170833333,177.996
2,Oxygen,0.171527778,177.86
2,Oxygen,0.172222222,177.726
2,Oxygen,0.172916667,177.575
2,Oxygen,0.173611111,177.48
2,Oxygen,0.174305556,177.284
2,Oxygen,0.175,177.212
2,Oxygen,0.175694444,176.967
2,Oxygen,0.176388889,176.93
2,Oxygen,0.177083333,176.729
2,Oxygen,0.177777778,176.691
2,Oxygen,0.178472222,176.473
2,Oxygen,0.179166667,176.36
2,Oxygen,0.179861111,176.292
2,Oxygen,0.180555556,176.154
2,Oxygen,0.18125,175.963
2,Oxygen,0.181944444,175.771
2,Oxygen,0.182638889,175.626
2,Oxygen,0.183333333,175.605
2,Oxygen,0.184027778,175.386
2,Oxygen,0.184722222,175.21
2,Oxygen,0.185416667,175.077
2,Oxygen,0.186111111,175.008
2,Oxygen,0.186805556,174.848
2,Oxygen,0.1875,174.673
2,Oxygen,0.188194444,174.595
2,Oxygen,0.188888889,174.459
2,Oxygen,0.189583333,174.334
2,Oxygen,0.190277778,174.212
2,Oxygen,0.190972222,174.037
2,Oxygen,0.191666667,173.89
2,Oxygen,0.192361111,173.712
2,Oxygen,0.193055556,173.647
2,Oxygen,0.19375,173.453
2,Oxygen,0.194444444,173.224
2,Oxygen,0.195138889,173.066
2,Oxygen,0.195833333,172.968
2,Oxygen,0.196527778,172.837
2,Oxygen,0.197222222,172.646
2,Oxygen,0.197916667,172.48
2,Oxygen,0.198611111,172.279
2,Oxygen,0.199305556,172.221
2,Oxygen,0.2,172.005
2,Oxygen,0.200694444,171.862
2,Oxygen,0.201388889,171.731
2,Oxygen,0.202083333,171.667
2,Oxygen,0.202777778,171.408
2,Oxygen,0.203472222,171.18
2,Oxygen,0.204166667,171.062
2,Oxygen,0.204861111,170.953
2,Oxygen,0.205555556,170.772
2,Oxygen,0.20625,170.614
2,Oxygen,0.206944444,170.449
2,Oxygen,0.207638889,170.276
2,Oxygen,0.208333333,170.177
2,Oxygen,0.209027778,170.089
2,Oxygen,0.209722222,169.806
2,Oxygen,0.210416667,169.691
2,Oxygen,0.211111111,169.626
2,Oxygen,0.211805556,169.466
2,Oxygen,0.2125,169.302
2,Oxygen,0.213194444,169.121
2,Oxygen,0.213888889,168.904
2,Oxygen,0.214583333,168.782
2,Oxygen,0.215277778,168.659
2,Oxygen,0.215972222,168.51
2,Oxygen,0.216666667,168.317
2,Oxygen,0.217361111,168.121
2,Oxygen,0.218055556,168.011
2,Oxygen,0.21875,167.832
2,Oxygen,0.219444444,167.655
2,Oxygen,0.220138889,167.443
2,Oxygen,0.220833333,167.362
2,Oxygen,0.221527778,167.204
2,Oxygen,0.222222222,167.048
2,Oxygen,0.222916667,166.748
2,Oxygen,0.223611111,166.748
2,Oxygen,0.224305556,166.611
2,Oxygen,0.225,166.33
2,Oxygen,0.225694444,166.229
2,Oxygen,0.226388889,166.079
2,Oxygen,0.227083333,165.911
2,Oxygen,0.227777778,165.76
2,Oxygen,0.228472222,165.539
2,Oxygen,0.229166667,165.358
2,Oxygen,0.229861111,165.201
2,Oxygen,0.230555556,165.058
2,Oxygen,0.23125,164.828
2,Oxygen,0.231944444,164.617
2,Oxygen,0.232638889,164.5
2,Oxygen,0.233333333,164.333
2,Oxygen,0.234027778,164.357
2,Oxygen,0.234722222,164.201
2,Oxygen,0.235416667,163.963
2,Oxygen,0.236111111,163.711
2,Oxygen,0.236805556,163.5
2,Oxygen,0.2375,163.344
2,Oxygen,0.238194444,163.09
2,Oxygen,0.238888889,163.045
2,Oxygen,0.239583333,162.956
2,Oxygen,0.240277778,162.678
2,Oxygen,0.240972222,162.501
2,Oxygen,0.241666667,162.353
2,Oxygen,0.242361111,162.21
2,Oxygen,0.243055556,162.098
2,Oxygen,0.24375,161.783
2,Oxygen,0.244444444,161.661
2,Oxygen,0.245138889,161.528
2,Oxygen,0.245833333,161.314
2,Oxygen,0.246527778,161.111
2,Oxygen,0.247222222,160.966
2,Oxygen,0.247916667,160.819
2,Oxygen,0.248611111,160.629
2,Oxygen,0.249305556,160.408
2,Oxygen,0.25,160.12
2,Oxygen,0.250694444,159.917
2,Oxygen,0.251388889,159.782
2,Oxygen,0.252083333,159.632
2,Oxygen,0.252777778,159.48
2,Oxygen,0.253472222,159.275
2,Oxygen,0.254166667,159.13
2,Oxygen,0.254861111,158.983
2,Oxygen,0.255555556,158.834
2,Oxygen,0.25625,158.605
2,Oxygen,0.256944444,158.268
2,Oxygen,0.257638889,158.127
2,Oxygen,0.258333333,157.952
2,Oxygen,0.259027778,157.685
2,Oxygen,0.259722222,157.404
2,Oxygen,0.260416667,157.362
2,Oxygen,0.261111111,157.285
2,Oxygen,0.261805556,157.093
2,Oxygen,0.2625,156.834
2,Oxygen,0.263194444,156.769
2,Oxygen,0.263888889,156.527
2,Oxygen,0.264583333,156.284
2,Oxygen,0.265277778,156.134
2,Oxygen,0.265972222,155.697
2,Oxygen,0.266666667,155.584
2,Oxygen,0.267361111,155.483
2,Oxygen,0.268055556,155.243
2,Oxygen,0.26875,154.902
2,Oxygen,0.269444444,154.757
2,Oxygen,0.270138889,154.647
2,Oxygen,0.270833333,154.421
2,Oxygen,0.271527778,154.206
2,Oxygen,0.272222222,153.998
2,Oxygen,0.272916667,153.689
2,Oxygen,0.273611111,153.604
2,Oxygen,0.274305556,153.344
2,Oxygen,0.275,153.086
2,Oxygen,0.275694444,152.816
2,Oxygen,0.276388889,152.604
2,Oxygen,0.277083333,152.391
2,Oxygen,0.277777778,152.265
2,Oxygen,0.278472222,151.97
2,Oxygen,0.279166667,151.865
2,Oxygen,0.279861111,151.577
2,Oxygen,0.280555556,151.433
2,Oxygen,0.28125,151.123
2,Oxygen,0.281944444,150.86
2,Oxygen,0.282638889,150.757
2,Oxygen,0.283333333,150.532
2,Oxygen,0.284027778,150.319
2,Oxygen,0.284722222,150.104
2,Oxygen,0.285416667,149.854
2,Oxygen,0.286111111,149.62
2,Oxygen,0.286805556,149.384
2,Oxygen,0.2875,149.206
2,Oxygen,0.288194444,148.917
2,Oxygen,0.288888889,148.69
2,Oxygen,0.289583333,148.478
2,Oxygen,0.290277778,148.319
2,Oxygen,0.290972222,147.973
2,Oxygen,0.291666667,147.841
2,Oxygen,0.292361111,147.622
2,Oxygen,0.293055556,147.346
2,Oxygen,0.29375,147.234
2,Oxygen,0.294444444,146.895
2,Oxygen,0.295138889,146.517
2,Oxygen,0.295833333,146.353
2,Oxygen,0.296527778,146.227
2,Oxygen,0.297222222,145.977
2,Oxygen,0.297916667,145.833
2,Oxygen,0.298611111,145.517
2,Oxygen,0.299305556,145.35
2,Oxygen,0.3,144.999
2,Oxygen,0.300694444,144.664
2,Oxygen,0.301388889,144.392
2,Oxygen,0.302083333,144.218
2,Oxygen,0.302777778,143.995
2,Oxygen,0.303472222,143.765
2,Oxygen,0.304166667,143.422
2,Oxygen,0.304861111,143.357
2,Oxygen,0.305555556,142.971
2,Oxygen,0.30625,142.707
2,Oxygen,0.306944444,142.401
2,Oxygen,0.307638889,142.216
2,Oxygen,0.308333333,142.115
2,Oxygen,0.309027778,141.774
2,Oxygen,0.309722222,141.704
2,Oxygen,0.310416667,141.233
2,Oxygen,0.311111111,141.048
2,Oxygen,0.311805556,140.73
2,Oxygen,0.3125,140.481
2,Oxygen,0.313194444,140.319
2,Oxygen,0.313888889,140.045
2,Oxygen,0.314583333,139.811
2,Oxygen,0.315277778,139.573
2,Oxygen,0.315972222,139.374
2,Oxygen,0.316666667,139.148
2,Oxygen,0.317361111,138.725
2,Oxygen,0.318055556,138.473
2,Oxygen,0.31875,138.218
2,Oxygen,0.319444444,137.892
2,Oxygen,0.320138889,137.675
2,Oxygen,0.320833333,137.522
2,Oxygen,0.321527778,137.215
2,Oxygen,0.322222222,137.039
2,Oxygen,0.322916667,136.645
2,Oxygen,0.323611111,136.457
2,Oxygen,0.324305556,136.27
2,Oxygen,0.325,135.858
2,Oxygen,0.325694444,135.603
2,Oxygen,0.326388889,135.195
2,Oxygen,0.327083333,135.028
2,Oxygen,0.327777778,134.764
2,Oxygen,0.328472222,134.425
2,Oxygen,0.329166667,134.134
2,Oxygen,0.329861111,133.838
2,Oxygen,0.330555556,133.607
2,Oxygen,0.33125,133.301
2,Oxygen,0.331944444,132.937
2,Oxygen,0.332638889,132.655
2,Oxygen,0.333333333,132.256
2,Oxygen,0.334027778,131.98
2,Oxygen,0.334722222,131.855
2,Oxygen,0.335416667,131.472
2,Oxygen,0.336111111,131.118
2,Oxygen,0.336805556,130.92
2,Oxygen,0.3375,130.503
2,Oxygen,0.338194444,130.423
2,Oxygen,0.338888889,130.082
2,Oxygen,0.339583333,129.734
2,Oxygen,0.340277778,129.349
2,Oxygen,0.340972222,129.086
2,Oxygen,0.341666667,128.656
2,Oxygen,0.342361111,128.285
2,Oxygen,0.343055556,128.038
2,Oxygen,0.34375,127.82
2,Oxygen,0.344444444,127.505
2,Oxygen,0.345138889,127.205
2,Oxygen,0.345833333,126.729
2,Oxygen,0.346527778,126.506
2,Oxygen,0.347222222,126.021
2,Oxygen,0.347916667,125.781
2,Oxygen,0.348611111,125.448
2,Oxygen,0.349305556,125.177
2,Oxygen,0.35,124.977
2,Oxygen,0.350694444,124.63
2,Oxygen,0.351388889,124.26
2,Oxygen,0.352083333,123.814
2,Oxygen,0.352777778,123.378
2,Oxygen,0.353472222,123.203
2,Oxygen,0.354166667,122.853
2,Oxygen,0.354861111,122.409
2,Oxygen,0.355555556,122.059
2,Oxygen,0.35625,121.71
2,Oxygen,0.356944444,121.479
2,Oxygen,0.357638889,121.197
2,Oxygen,0.358333333,120.56
2,Oxygen,0.359027778,120.498
2,Oxygen,0.359722222,120.134
2,Oxygen,0.360416667,119.674
2,Oxygen,0.361111111,119.196
2,Oxygen,0.361805556,118.845
2,Oxygen,0.3625,118.444
2,Oxygen,0.363194444,118.023
2,Oxygen,0.363888889,117.714
2,Oxygen,0.364583333,117.264
2,Oxygen,0.365277778,117.019
2,Oxygen,0.365972222,116.636
2,Oxygen,0.366666667,116.359
2,Oxygen,0.367361111,115.995
2,Oxygen,0.368055556,115.526
2,Oxygen,0.36875,115.14
2,Oxygen,0.369444444,114.813
2,Oxygen,0.370138889,114.485
2,Oxygen,0.370833333,113.975
2,Oxygen,0.371527778,113.829
2,Oxygen,0.372222222,113.468
2,Oxygen,0.372916667,113.02
2,Oxygen,0.373611111,112.569
2,Oxygen,0.374305556,112.099
2,Oxygen,0.375,111.815
2,Oxygen,0.375694444,111.371
2,Oxygen,0.376388889,111.087
2,Oxygen,0.377083333,110.658
2,Oxygen,0.377777778,110.385
2,Oxygen,0.378472222,109.902
2,Oxygen,0.379166667,109.543
2,Oxygen,0.379861111,108.837
2,Oxygen,0.380555556,108.675
2,Oxygen,0.38125,108.362
2,Oxygen,0.381944444,107.848
2,Oxygen,0.382638889,107.368
2,Oxygen,0.383333333,106.951
2,Oxygen,0.384027778,106.752
2,Oxygen,0.384722222,106.422
2,Oxygen,0.385416667,105.816
2,Oxygen,0.386111111,105.557
2,Oxygen,0.386805556,105.221
2,Oxygen,0.3875,104.577
2,Oxygen,0.388194444,104.337
2,Oxygen,0.388888889,103.85
2,Oxygen,0.389583333,103.578
2,Oxygen,0.390277778,102.967
2,Oxygen,0.390972222,102.614
2,Oxygen,0.391666667,102.195
2,Oxygen,0.392361111,101.56
2,Oxygen,0.393055556,101.314
2,Oxygen,0.39375,100.812
2,Oxygen,0.394444444,100.002
2,Oxygen,0.395138889,99.784
2,Oxygen,0.395833333,99.681
2,Oxygen,0.396527778,99.344
2,Oxygen,0.397222222,98.998
2,Oxygen,0.397916667,98.454
2,Oxygen,0.398611111,97.972
2,Oxygen,0.399305556,97.57
2,Oxygen,0.4,97.163
2,Oxygen,0.400694444,96.467
2,Oxygen,0.401388889,96.107
2,Oxygen,0.402083333,95.604
2,Oxygen,0.402777778,95.153
2,Oxygen,0.403472222,94.729
2,Oxygen,0.404166667,94.677
2,Oxygen,0.404861111,94.097
2,Oxygen,0.405555556,93.679
2,Oxygen,0.40625,93.152
2,Oxygen,0.406944444,92.473
2,Oxygen,0.407638889,92.143
2,Oxygen,0.408333333,91.835
2,Oxygen,0.409027778,91.505
2,Oxygen,0.409722222,90.962
2,Oxygen,0.410416667,90.308
2,Oxygen,0.411111111,90.05
2,Oxygen,0.411805556,89.743
2,Oxygen,0.4125,89.182
2,Oxygen,0.413194444,88.809
2,Oxygen,0.413888889,88.324
2,Oxygen,0.414583333,87.666
2,Oxygen,0.415277778,87.208
2,Oxygen,0.415972222,86.568
2,Oxygen,0.416666667,86.211
2,Oxygen,0.417361111,85.802
2,Oxygen,0.418055556,85.556
2,Oxygen,0.41875,84.887
2,Oxygen,0.419444444,84.125
2,Oxygen,0.420138889,83.747
2,Oxygen,0.420833333,83.191
2,Oxygen,0.421527778,83.084
2,Oxygen,0.422222222,82.189
2,Oxygen,0.422916667,82.003
2,Oxygen,0.423611111,81.677
2,Oxygen,0.424305556,80.588
2,Oxygen,0.425,80.387
2,Oxygen,0.425694444,79.904
2,Oxygen,0.426388889,79.642
2,Oxygen,0.427083333,78.916
2,Oxygen,0.427777778,78.469
2,Oxygen,0.428472222,78.192
2,Oxygen,0.429166667,77.699
2,Oxygen,0.429861111,77.186
2,Oxygen,0.430555556,76.803
2,Oxygen,0.43125,75.884
2,Oxygen,0.431944444,75.461
2,Oxygen,0.432638889,74.89
2,Oxygen,0.433333333,74.338
2,Oxygen,0.434027778,73.828
2,Oxygen,0.434722222,73.468
2,Oxygen,0.435416667,73.074
2,Oxygen,0.436111111,72.691
2,Oxygen,0.436805556,71.756
2,Oxygen,0.4375,71.362
2,Oxygen,0.438194444,70.873
2,Oxygen,0.438888889,70.464
2,Oxygen,0.439583333,70.086
2,Oxygen,0.440277778,69.46
2,Oxygen,0.440972222,68.656
2,Oxygen,0.441666667,67.723
2,Oxygen,0.442361111,67.736
2,Oxygen,0.443055556,67.507
2,Oxygen,0.44375,66.746
2,Oxygen,0.444444444,66.341
2,Oxygen,0.445138889,65.684
2,Oxygen,0.445833333,64.83
2,Oxygen,0.446527778,64.584
2,Oxygen,0.447222222,63.49
2,Oxygen,0.447916667,63.045
2,Oxygen,0.448611111,62.858
2,Oxygen,0.449305556,62.283
2,Oxygen,0.45,61.977
2,Oxygen,0.450694444,61.453
2,Oxygen,0.451388889,60.708
2,Oxygen,0.452083333,60.142
2,Oxygen,0.452777778,59.452
2,Oxygen,0.453472222,58.922
2,Oxygen,0.454166667,58.661
2,Oxygen,0.454861111,57.609
2,Oxygen,0.455555556,57.338
2,Oxygen,0.45625,56.4
2,Oxygen,0.456944444,55.952
2,Oxygen,0.457638889,55.261
2,Oxygen,0.458333333,54.779
2,Oxygen,0.459027778,53.859
2,Oxygen,0.459722222,53.545
2,Oxygen,0.460416667,53.2
2,Oxygen,0.461111111,52.826
2,Oxygen,0.461805556,52.553
2,Oxygen,0.4625,51.647
2,Oxygen,0.463194444,50.94
2,Oxygen,0.463888889,50.674
2,Oxygen,0.464583333,49.831
2,Oxygen,0.465277778,49.387
2,Oxygen,0.465972222,48.619
2,Oxygen,0.466666667,47.466
2,Oxygen,0.467361111,46.735
2,Oxygen,0.468055556,46.21
2,Oxygen,0.46875,45.784
2,Oxygen,0.469444444,45.151
2,Oxygen,0.470138889,44.457
2,Oxygen,0.470833333,44.081
2,Oxygen,0.471527778,43.292
2,Oxygen,0.472222222,42.633
2,Oxygen,0.472916667,42.579
2,Oxygen,0.473611111,41.828
2,Oxygen,0.474305556,40.777
2,Oxygen,0.475,40.256
2,Oxygen,0.475694444,39.612
2,Oxygen,0.476388889,39.167
2,Oxygen,0.477083333,38.394
2,Oxygen,0.477777778,37.265
2,Oxygen,0.478472222,36.761
2,Oxygen,0.479166667,35.73
2,Oxygen,0.479861111,35.554
2,Oxygen,0.480555556,34.885
2,Oxygen,0.48125,34.7
2,Oxygen,0.481944444,33.488
2,Oxygen,0.482638889,32.933
2,Oxygen,0.483333333,32.73
2,Oxygen,0.484027778,31.845
2,Oxygen,0.484722222,31.364
2,Oxygen,0.485416667,30.687
2,Oxygen,0.486111111,30.196
2,Oxygen,0.486805556,29.632
2,Oxygen,0.4875,28.787
2,Oxygen,0.488194444,28.012
2,Oxygen,0.488888889,27.153
2,Oxygen,0.489583333,26.928
2,Oxygen,0.490277778,25.819
2,Oxygen,0.490972222,25.235
2,Oxygen,0.491666667,24.603
2,Oxygen,0.492361111,23.737
2,Oxygen,0.493055556,22.244
2,Oxygen,0.49375,22.213
2,Oxygen,0.494444444,21.687
2,Oxygen,0.495138889,20.733
2,Oxygen,0.495833333,20.476
2,Oxygen,0.496527778,19.54
2,Oxygen,0.497222222,19.007
2,Oxygen,0.497916667,18.107
2,Oxygen,0.498611111,17.756
2,Oxygen,0.499305556,17.026
2,Oxygen,0.5,16.038
2,Oxygen,0.500694444,15.291
2,Oxygen,0.501388889,14.351
2,Oxygen,0.502083333,14.334
2,Oxygen,0.502777778,13.789
2,Oxygen,0.503472222,12.606
2,Oxygen,0.504166667,11.859
2,Oxygen,0.504861111,11.438
2,Oxygen,0.505555556,10.959
2,Oxygen,0.50625,10.462
2,Oxygen,0.506944444,9.016
2,Oxygen,0.507638889,8.435
2,Oxygen,0.508333333,7.781
2,Oxygen,0.509027778,6.573
2,Oxygen,0.509722222,6.608
2,Oxygen,0.510416667,5.489
2,Oxygen,0.511111111,4.77
2,Oxygen,0.511805556,4.116
2,Oxygen,0.5125,3.748
2,Oxygen,0.513194444,3.115
2,Oxygen,0.513888889,2.38
2,Oxygen,0.514583333,2.34
2,Oxygen,0.515277778,1.625
2,Oxygen,0.515972222,0.952
2,Oxygen,0.516666667,1.033
2,Oxygen,0.517361111,0.779
2,Oxygen,0.518055556,0.444
2,Oxygen,0.51875,0.316
2,Oxygen,0.519444444,0.194
2,Oxygen,0.520138889,0.205
2,Oxygen,0.520833333,0.11
2,Oxygen,0.521527778,0.046
2,Oxygen,0.522222222,0.013
3,Oxygen,0,191.563
3,Oxygen,0.000694444,191.66
3,Oxygen,0.001388889,191.993
3,Oxygen,0.002083333,191.769
3,Oxygen,0.002777778,191.671
3,Oxygen,0.003472222,191.858
3,Oxygen,0.004166667,191.689
3,Oxygen,0.004861111,191.771
3,Oxygen,0.005555556,191.775
3,Oxygen,0.00625,191.79
3,Oxygen,0.006944444,191.769
3,Oxygen,0.007638889,191.925
3,Oxygen,0.008333333,191.923
3,Oxygen,0.009027778,191.941
3,Oxygen,0.009722222,191.9
3,Oxygen,0.010416667,191.926
3,Oxygen,0.011111111,191.855
3,Oxygen,0.011805556,191.697
3,Oxygen,0.0125,191.526
3,Oxygen,0.013194444,191.2
3,Oxygen,0.013888889,190.893
3,Oxygen,0.014583333,190.771
3,Oxygen,0.015277778,190.779
3,Oxygen,0.015972222,190.761
3,Oxygen,0.016666667,190.715
3,Oxygen,0.017361111,190.714
3,Oxygen,0.018055556,191.05
3,Oxygen,0.01875,191.195
3,Oxygen,0.019444444,191.154
3,Oxygen,0.020138889,191.087
3,Oxygen,0.020833333,191.164
3,Oxygen,0.021527778,191.327
3,Oxygen,0.022222222,192.105
3,Oxygen,0.022916667,192.388
3,Oxygen,0.023611111,192.325
